author,text,publishedAt,likeCount
@Gatotkaca982,"Indonesia itu negara maju n surga nya dunia, karena semua ada, tapi krn pemerintahan dr dulu jd ladang korupsi buat orang tidak bertanggung jawab , dr atas ampe bawah, PT pemerintah rugi, utang, tidak berkacamata dgn rakyat yang tidur dikolong n makan susah, jadi jujur negara kita berpancasila itu sangat sakral, tp beda dgn pemerintah an dr dulu ampe skrg tdk berasaskan pancasila, bila berasaskan pancasila tdk akan utang rakyat sejahtera,",1 month ago,
@danyyot,"udah lama ga main ke channel ini, akhirnya balik karena ada bang ferry ..",5 months ago,
@SemogaJaya25,bang ferry irwandi in my pov : Profesor from movie money hest,5 months ago,
@TARAZPUBGM,"Komen bang , semoga tambah subscriber awok awok",2 months ago,
@jakkuh12,"obrolan iQ tinggi banget ini, yang 78 gak bakal tertarik nonton ini",5 months ago,1
@indo-clip,"Om ded nitip pesan, suruh para gurita besar itu garap daerah saya lebak banten, saya sudah muak kerja di jkt pengeluarannya melebihi pemasukan.",5 months ago,
@raffaalwijaya8851,"Bang Ferry Sya pengen kuliah sama Abang semoga sya bisa karena pengen pintar Kya Abang 
Tapi penghasilan sya rendah bgt
Semoga kampus abang cepat jadi dan d mudahkan urusanya dan rijkinya Abang Aamiin",2 months ago,
@LukiMancingTumleg,Sudah sekian lama tidak ke podcast ini ... hanya karena ada Ferry masuk lagi nih,5 months ago,
@Bryands151,om ded podcast sama bro tim dong,5 months ago,1
@rezaadisukmawan8875,kesini karna Ferry.,5 months ago,1
@Surabaya123-y8x,Kalau teror kompas jelas pemerintah punya semua alat dan regulasi pasti ketemu sang peneror itu ....buktinya sampai sekarang zong,5 months ago,1
@adipraja9835,"“Democracy is the worst form of government, except for all the others” - Winston Churchill",5 months ago,
@WakKartore,Cloossedoor cemeng,1 month ago,1
@haydarchaidir,"Ibarat ikut UJIAN CPNS pilihan ABCD semuanya BENAR, tapi ada poin tertinggi untuk salah satu jawaban. Nah yang dilakukan pemerintah tidak melakukan poin tertinggi. 

Jadi kalo pejabat elit diminta mengerjakan Ujian CPNS saya kira hasilnya TIDAK LOLOS",5 months ago,
@vlogamatirkampungan8844,"Kalau ngobrol begitu bagus saling mengisi kalau menganalisa sendiri bisa saja itu salah mas Ferry,(yg menurut mu benar ,bisa salah dalam sudut pandang yg berbeda)",1 month ago,
@zeen_or,Baru kali ini gua liat bang ferry tertawa lepas banget,5 months ago (edited),
@sailulazmi,terus bersuara Mas Ferry,5 months ago,
@fahriehasari260,"udah lama banget gak nonton DC,nonton cuma karena ada bintang tamu menarik aja",5 months ago,
@KolojengkingJengking,Modal cuit jual Abah....kayak orang penting....🇮🇩,4 weeks ago,
@muhsyahrifulanzab7707,"Netizen pada aneh beda pilihan Di pilpres itu biasa & sudah selesai 
Harusnya kembali tetap bersahabat jgn kobarkan kebencian hanya karna sakit hati beda pilihan",5 months ago,
@suprawotomertowijoyo5106,Banyak petani daerah yang berhenti menanam beras karena susah untung.,5 months ago,
@Miobekasi,Om podcast lagi sama si agus dong,5 months ago,1
@theman9203,"Masalah kebebasan berbicara setuju sama bang fer : kebebasan berbicara atau bentuk negara itu tidak pernah jadi masalah. kompetansi Pemerintah itu masalahnya, Lihat aja Amrik. Kurang bebas bicara apa di sana. Saat pemerintahnya adem, ya adem negaranya. Tapi begitu pemerintahnya ngawur, ya ngawur juga negaranya.   Kalau video gibran sendiri pendapat saya tergantung : kalau gak ada biaya ya gak masalah, orang berhak ngonten kok. Tapi kalau menghabiskan anggaran besar ya masalah, karena isinya menurut saya gak penting. Kalau masalah bonus demografi saya lebih khawatir di masalah pendidikan. Dari kurikulum sebelumnya, rubah jadi kurikulum merdeka, eh sekarang dirubah lagi. Gimana guru dan dosen di negara ini mau punya kompetensi bagus kalau setiap kali ganti pemimpin, habis waktu mereka untuk mengerjakan penyesuaian administratif akibat perubahan kebijakan ? Padahal bonus demografi itu baru akan berdampak kalau pelakunya nanti dididik dengan benar pada saat ini.",5 months ago,
@Muyadhil,Intinya kita butuh pemerintah yang kompetenn!!!,5 months ago,
@WijdasaSasa,"tp om ded keren, dia ttp berani up walau tau bnyk yg bakal kasih blio komen negatif",5 months ago,
@klinkcsinfo1,"dan untuk mendapatkan pemerintahan yang kompeten.. harus ada kontroll penuh terhadap sistem pemerintahan!! kontroll penuhnya adalah undang2.. dan undang2 yang mampu membatasii nya hanyalah perampasan aset!! karena permasalahan utama pada pemerintahan yang menjadikan pemerintah tidak kompeten adalah banyak kesempatan untuk prakter korupsi, pungli, nepotisme! dan kesempatan itu tetap ada karena hukuman untuk itu masih terlalu ringan!!",5 months ago,
@tugiyono1138,Memang kalau sudah masuk pada sistem itu sulit. Di kelurahan saja demikian. Lidah memang tak bertulang.,1 month ago,
@Meteormlbb,7 menit awal lgsg teralihkan hehe,5 months ago,
@ahmadibnsiri6493,"Aku setuju. Apapun sistem pemerintahan mau itu monarki, republik, atau apalah klu pemerintahnya bagus, jujur, adil, mengutamakan rakyat, dan tdk korup maka pasti akan baik2 saja. Ini bukan masalah sistemnya apa, tapi siapa pemerintahnya. Tpi balik lgi pemimpin dipilih dr rakyat juga.",1 month ago,
@ahmadefendi8978,6:26bettul bang Ferry,5 months ago,
@Putrawijaya-o3v,Gibran orang yg paling marah ketika israel gak bisa datang dan batal menyanyikan lagu kebangsaannya di nusantara,5 months ago,
@julyadi1985,42:43triomacan2000 itu akun yang paling update dan aktual beritanya sebelum dibungkam sama mulyono setelah jadi presiden,5 months ago,
@HafidzRamadhan-e7m,Keren orang yang mau membuat manusia lain menjadi pintar,5 months ago,
@Tinydancer82,"Jujur gue khawatir ama nyawa Ferry Irwandi, antara ilang ama aparat atau ilang karena kanker paru-paru. Easy on the smoking brother.",5 months ago,
@16_khaerohtunnurulkharimah3,"Thanks bang ferry, om ded",5 months ago,
@myumnads2016,bonus warga yang suka buat anak,4 months ago,
@kangfajar62,Aku sudah subscribe channel ini namun  nyimak ada akal sehat bang fery,5 months ago,
@hahahihi7589,"Para orangtua lbh sayang sama anaknya, klo duitnya ada pasti dikasih gizi terbaik kok anaknya, yg penting tugas pemerintah itu bikin gimana caranya para ortu2 itu jd makmur diatas garis kecukupan supaya otaknya ga pusing cuman mikir besok makan apa(?) Tp ada waktu buat liat passion anaknya apa (?)",5 months ago (edited),
@yellow1748,Lawan berdebat adalah teman berfikir,5 months ago,
@iwa88grocery,Aku belum nonton video wapres.. Jadi saya pause dulu.. Biar nonton podcast ini bisa paham.,5 months ago,
@NgguyuNgakakfull,"Ini salah satu keberhasilan pemerintahan pak Jokowi, bebaskan media, pers dan juga podcast-podcast, yang kelak kedepannya akan bisa menjadi perimbangan informasi. Baik dr masyarakat sendiri, organisasi maupun instansi. Sehingga semua orang bebas berbicara di platform media apapun",4 weeks ago,
@muhammadfahrifahri6976,nonton podcast om dedi dan bang ferry ngeri2 sedap....,5 months ago,
@Albar-s4p,"Mantap podcast nya, santai penuh keceriaan isinya",4 months ago,
@SACREDGOLD-b9b,"adrenalin beda ketika orang cuman lihat perahu nelayan kena badai, sama orang yang dalam perahu tersebut..",5 months ago,
@mohdjadjuli3139,"Maaf mas Dedi. Sebenarnya kami agak kecewa dengan pemanggilan Ferry Irwandi ini. Ini manusia lucu sok tahu sebenarnya hanya ngarang cerita ya semacam itulah.
Mas Dedi Corbuzier kami terus terang saja sedikitpun dari pertama dia muncul tidak percaya. Dan kami yakin dia dari kelompok abu-abu yang masuk dalam kegelapan",1 month ago,
@masagushelmi9141,"Gw setuju banget nih... keren Fer cerdas... cuma memang cara Gibran yg kurang mengena... mungkin karena kesibukkan... yg penting gimana kita bisa memberikan masukkan ke beliau untuk negara tercinta ini... sekedar masukkan...
Betul ga bisa hanya menekankan dari calon generasi Produktif untuk menuju Indonesia Emas 2045, tetapi bagaimana Pemerintah harus ambil peran yang teramat penting ke arah sana.... fasilitasi, akomodir mereka... setuju anggaran untuk R&D dinaikkan, tapi juga harus diimbangi Kementerian yg mengelola nya... Riset Dikti ya... tapi jangan juga dikurangi dari anggaran belanja Alutsista, kondisi global yg tidak jelas, perang dagang, geo politik yg memanas...dan yg harus diingat juga luas nya negara ini, dan kalau berdasarkan luas, masih kurang alutsista kita... koreksi kalau salah...
Banyak yg harus dibenahi, Kabinet yg terlalu gemuk, tidak efisien, yg akhirnya bisa overlap, yang terpenting bagaimana SINERGI kan lintas Kementerian, jangan mereka sibuk jalan sendiri2... genjot mereka dari level pejabat sampai staff jangan hanya duduk ngurus admin, senang zona nyaman.... contoh salah satunya? Lulusan yg tidak sesuai dengan kebutuhan dunia kerja... ya karena itu tadi mereka tidak sinergi, antar dunia pendidikan dgn kementerian tenaga kerja... mereka asik jalan sendiri2 dan lemah dengan DUDI... benahi masing2 Kementerian, Pejabat harus yg memang betul2 PEMIKIR, berjiwa analis... bukan yg hanya duduk diam tanpa produksi apa2, yg penting buka tutup kegiatan... ini penting, karena tidak bisa dipaksakan, bukan pemikir di paksakan jadi Pejabat.... ini yg akhirnya kadang hanya menghasilkan kebijakan yg tidak jelas dan merugikan dan merepotkan mereka sendiri... Birokrasi yg bertele2... contoh tuh yg baru2 ini, kebijakan blokir rekening yg mengendap... apa coba ini????? Ga jelas, kadang yg penting mereka punya produk di kepemimpinannya, tapi tidak dianalisa dampak dan efek kedepannya....
Apalagi Dunia Pendidikan..  disini..  karena ditangan mereka yang akan mengarahkan ke bonus Demografi, pembekalan untuk mereka... menjadi yg sangat Vital, ke arah mana calon2 penerus bangsa ini dipersiapkan... sekedar kritik, di dunia pendidikan... saya kurang setuju dengan Prog Zonasi, alasan memeratakan kualitas sekolah dan mengurangi kemacetan.... masalahnya, mereka sudah siapkan belum tenaga Pendidik dan Kependidikannya, dan juga infra strukturnya, ruang kelas, lab, dan alat2 penunjang program belajar mengajar... sudahkah???? Karena  sebelumnya sekolah sudah berlomba2 berkompetisi untuk meningkatkan kualitas sekolahnya, demikian juga dengan siswa2 nya mereka sudah berkompetisi belum lagi program akselerasi, program yg bagus menurut saya... program tersebut Rusak dengan  Prog Zonasi... belum lagi jadi mata pencaharian dinas pendidikan setempat... parahnya lagi di sahkan dengan Peraturan Menteri (era Muhajir), lebih diperparah lagi diterapkan juga ""USIA"" kebijakan Pemerintah Daerah (era Anies) kayaknya hanya DKI.. gila... yg tua2 malas sekolah, tidak bisa dipungkiri..  pada masuk tuh sekolah unggulan yg dituju, sementara yg pintar2 yg sudah mati2an belajar, dikarenakan usia (usia muda) terbuang2... tidak bisa masuk sekolah yg dituju.... padahal dari sini bisa dilihat bibit2, calon2 penerus bangsa ini... Kebijakan Amburadul, dan tapi bertahun2 berjalan, mungkin karena Peraturan Menteri ya... padahal setiap tahunnya bermasalah... itulah disini gimana PENTING nya kualitas si pembuat Kebijakan, jangan yg asal punya Produk... tapi tidak dianalisa dampak kedepannya.... 
Setuju anggaran untuk R&D dinaikkan... tapi harus diimbangi Pengelolaannya, jangan yg penting anggaran habis/daya serap tapi hasil tidak jelas... 
Genjot adakan lomba2 yg berbau teknologi, contoh Robotik, itu bagus cuma sayangnya tidak diteruskan, cuma jadi pajangan disekolah, harusnya di terapkan ke dunia industri, buat perusahaan molding, genjot disektor metalurgi... banyak sebenarnya bisa di teliti, di analisa, pelajari teknologinya... belum lagi SDA kita, tidak hanya Nickel, Tembaga... itu yg baru ditemukan Thorium... pelajari ,analisa, pemanfaatannya teknologinya... bukan meneliti ijazah teriak2 di gembar gemborkan ngaku Peneliti.... HALOOOO... bangkitlah bangsa ini... mau sampai kapan sudah 80 tahun usia mau masih jadi negara berkembang... kapan jadi negara MAJU...
Saya salut dengan PT Pindad, PT DI, PT PAL... keren nih aset negeri yg terus harus di support... keren nih si Ferry... Om Dad... teruskan kawal untuk KEMAJUAN BANGSA ini.... NKRI Harga Mati....",1 month ago,
@jokobudi7143,sependapat dg Irwandi..dg  adanya lapangan pekerjaan....warga kerja....dg kerja ad hasil...dari hasil warga bisa memenuhi kebutuhan nya...itu dasar ekonomi....semoga,1 month ago,
@Fajriubaidillah,Sang inisiator Malaka project,4 months ago,
@AnnidaQotrunnada-gw8lz,"dengan ekonomi yang baik, masyarakat bisa membiayai anaknya sekolah",1 month ago,
@septiandoa.p.3545,21:21mulai ada nada nada,5 months ago,
@abdillahhidayat1873,"Kesini karna ada ferry aja, si ono nya males ngeliatnya wk",5 months ago,2
@rjs8550,"Kelemahan bahasa indonesia , kalau memberi contoh sering dikasih kata salah. 
Jd jng protes jika hasil nya jg salah.",1 month ago,
@MobangLegends,Bisnis dan pertemanan itu 2 hal yang berbeda,5 months ago,
@geokarya,menit 32 pemerintah juga butuh branding yang bagus dong om...ada kemungkinan ngga kebocoran kalo bang fery ditemui dan di beri himbauan..asimsi kecil gua si ini,5 months ago,
@AyuAsinti,"Berbeda tapi tetep temenan, keren ini",1 month ago,
@agusnugroho9235,"Jejak digital Feri adalah anak abah, kelompok anak abah memframing TNI Polri sbg dalang, satu suara dengan Arifin Muhtar, Narasi nya faisal asegaf. Artinya ada konspirasi utk memframing TNI mengarah darurat militer. Mahasiswa juga menuntut TNI kembali kebarak.
Jelas Feri  anak abah yg ingin Indonesia runtuh",1 month ago,1
@nuriska1340,Kesini karena Bro Fery aja sih,5 months ago,
@IqbalGriya,"Nih asal lo tau yee  apapun keadaan  rakyat,keadaan apapun negara,TETEP AJA DEDDY CIRBOZER YG DAPET UNTUNG (liat pod casnya) jutaan lebih yg nonton PALING BISA LO DED",1 month ago,
@mazaliey,Undang .yang bikin patung biawak oM...biar negara tau angaran yg sesunguhya,5 months ago,
@senyawaalam,Guru gembul the best lah pokoknya,5 months ago,
@anitanjul3953,"Klo seandainya printing money untuk kredit usaha k pabrik2 industri dengan non bunga, sehingga menurunkan hrga jual produk, setiap uang yg d cicil/bayarkan pt mka d musnahkan ,, stau gw cina bgini salh 1 cara spya hrg produk rendah",5 months ago,
@nasywanadhirafasya7591,"Ferry irwandy ini  pola pemikirannya itu terstruktur terarah satu tujuan bermisi visi Membuat  wawasan berpikir orang awam  Ferry  adalah pejuang pahlawan  ... Padahal gw rasa ini orang sekelompok  yg punya junjungan Pengennya orang yg seirama ama dia yg pola kata bicaranya Kayak Anis Baswedan. 
Kayak ngerendahin Gibran, kesan Plangak plongok gak mateng berdiplomasi. Ok Gibran emang gak pandai berdiplomasi tapi dia punya nyali beraksi  merealisasikan  Keinginan masyarakat, itu karena dia punya keteduhan berpikir dan merapat ke rakyat, gak ngerasa kepinteran makanya Gibran itu gak perlu banyak omong yang penting kerja cepat arah tepat... Ketimbang ngalor ngidul mengolah kata tanpa mampu eksekusi  Sesuatu yg langsung bisa dinikmatin Rakyat. Ferry Irwandy gw bilang lu pengagum berat Anis Baswedan, yg ijazahnya Asli... Dan menganggap Jokowi Gibran  gak jelas Ijazahnya. Lu anak Abah gw yakin itu..",1 month ago,
@riolesson5210,"31:27jadi ngebayangin scene death note, bg fery lagi bareng om ded sebagai kiranyerang secara langsung even konteksnya bg fery cuma bercanda",5 months ago,
@komarchucky3456,Next undang Guru Gembu lagi ya om Ded,5 months ago,
@drhasannurhasan3015,"podcast itu ibarat sinetron ada sutradara nya, ujung2 nya cuan..",5 months ago,
@hafidgalih2476,"Problem satu lagi, Kenapa indonesia tidak membangun port port intenasional di pinggir jalur perdagangan internasional?? pdhl kalau indonesia mau bikin pelabuhan2 yang deket sama jalur perdaganan internasional otomatis banyak investor yang masuk di indonesia. Dan sangat disayangkan bbrp daerah sumatra yang berdekatan dengan jalur perdaganagan internasional tidak melihat potensi teresbut. Miris miris. Tadi saya liat di map kapal kapal kargo internasional pada ngelewatin indonesia. sedangkan singapura dan Vietnam bisa bener bener rame",5 months ago,
@LindaWulandari-kf8ru,Nonton nih podcast karena ada Ferry Irwandi..,5 months ago,
@buttzzzzz,"𝗢𝗠 𝗗𝗘𝗗, 𝗨𝗡𝗗𝗔𝗡𝗚 𝗧𝗜𝗠𝗢𝗧𝗬 𝗥𝗢𝗡𝗔𝗟𝗗",4 months ago,
@indahdamayanti3154,"Alasan orang sudah tidak memihak podcast ini, karena smart people paham om ded dengan sadar memilih dan menempatkan dirinya untuk BUNGKAM DARI MENYUARAKAN MASALAH NEGERI INI sudah tidak ada lagi transparansi tayangan jujur no cut no edit yang dulu dijadikan branding ke masyarakat. Aku yakin host sudah paham konsekuensinya sebelum dia menjabat atau waktu dia ditawari jabatan. Sayangnya ketika ada pilihan menerima jabatan atau tidak, host botak satu ini memilih untuk menjabat. Menempatkan dirinya diposisi yang tidak netral. Bullshit",5 months ago,
@mustaulamri1460,Masuk semua kerangka pemikitan gibrann,5 months ago,
@perupagustian4270,"emang ga kerasa nonton yg daging ginian, hehe",5 months ago,
@fruitpunch1567,Keren bang ferry tetap pada pendiriannya. Walaupun di giring sama dedy Corbuzier coba mau membuat pemerintahan terlihat bagus. Dan sering di ubah ubah topik perbincangannya kalo udah nyerang pemerintah,5 months ago,
@sanryu1945,"11:45""pemerintah nya harus ngapain""ahh moment ujung ujungnya kita sendiri yg harus nyari solusi",5 months ago,
@qonytakhoirosakinah5072,"Terimakasih om ded,dah nampikan orang cerdas",1 month ago,
@rezafebrianto5866,"Betul kita bertahan di covid karena tetap konsumtif, lha sekarang perputaran uang aja susah",5 months ago,
@VIVICUProduction,jangan naif cui. gak sebanding apa yang telah dikorbanin mereka. walau mereka temenan mereka punya idealisme masing-masing. keren cuy. jadi keinget shirohige ma roger. walau rival ya tapi bisa tetap ngobrol,5 months ago,
@nodemcuesp6759,Yang setuju undang Pak Wapress,5 months ago,
@McKing-t4z,"om det, udh kayak tempat sebenarnya DPR!!!",5 months ago,
@rizkin8781,"disini Om Ded pura2 lugu banget pertanyaan2nya ,,,hehhee",5 months ago,
@NgguyuNgakakfull,"Bang Dedi dan Bang Ferry... dr semua yg dibicarakan itu menurut saya bukan masalah utama Negeri ini.... ada masalah mendasar yang jika tidak diperbaiki, maka indonesia  sampai kiamat tidak akan pernah maju... masalah tersebut adalah dalam setiap pemilihan umum, banyak suara masyarakat Indonesia yang dibeli untuk memilih pilihannya... karena tidak akan mungkin yang terpilih punya kualitas jika pilihan kita sebagai dibeli. Saya yakin juga yang komen-komen disini juga ada yang menikmati amplop2 setiap pemilu... Itu yang perlu banyak dilakukan edukasi oleh Content2 Creator di Indonesia",4 weeks ago (edited),
@defrinaldi5741,"Ngak ada musuh pemerintah, tolong di ralat, Pemerintah klu salah jalan, perlu di Ingatkan, dikritik. Itu sesuai dengan UUD 45.",1 month ago,
@farhanrizkipratama1727,Trik mancingnyq gokil om ded haha,5 months ago,
@alifhidayathulloh7345,Berasa luffy ketemu shanks,5 months ago,1
@kickingman927,"betul banget tum om ded, konsumsi kita ke barang china yg diimport wna china, bikin capital outflow dr negara kita ke negara china dan sing gila2xan",5 months ago,
@don1577,Ferr lo teriak sana sini padahal orang udh tau lo di kubu mana dan buat kepentingan mana..,1 month ago,
@errorsystem6478,"Ini org plontos botak pinter bangettt woiii,siapa nama bapak ini ya ,nonton podcast ni gak usah kuliah kita",1 month ago,
@ulfinhidayah677,"aku menunggu bang ferry masuk pemerintah , lebih"" lagi nyalonin jadi presiden or wapres.",5 months ago,
@tiwiangembani,"Gua ke sini karena ada bang Ferry aja, dari 15 menit awal aja om Ded sangat nge-defense pemerintah loh. Sampe eneg gua dengernya. Dia bilang masalah IQ rakyat Indonesia bukan masalah yg selesai cuma 5 tahun butuh 10 tahun mungkin sampai 20 tahun tapi kalo pemerintah cuma terus2an nambah alusista ya gimana langkah awal buat menuju proses 10 20 tahun itu, semuanya harus dimulai jangan mikir bahwa alusista itu lebih prioritas dari pada pendidikan. Bahkan untuk zaman modern ini yg relatif damai penggunaan alat perang tuh ga begitu aktif. APBN bisa kali mulai dipakai untuk pembangunan masyarakatnya dari pendidikan dan kesehatan yg diprioritaskan",5 months ago,
@ka1vinPutrox,gak usah buat dari awal.. beli aja kampus.. jadi tinggal lanjutin aja. birokrasinya lumayan soalnya,5 months ago,
@jaykris739,Saran Sklhn (dikasih +bhs asing(mandarin/kanton/jepang/korea)stlh lulus krim semua ank muda keluar negrismp sukses trs pulang bhgia,3 months ago,
@McKing-t4z,"konklusi, twiter itu wilayah broken politik!",5 months ago,
@YohanEta,"PERJUANGAN APAPUN,,,UJUNG²NYA TTEP DUIT!!!",1 month ago,
@JamesDelaighman,"Tentang konten 'Bonus Demografi' Wapres', aku menduga ada Kesulitan Gibran sebagai Wapres agar idenya bisa jadi Program Pemerintah, maka Konten tsb sebagai auto Kritik.. Ingat posisi Menteri mungkin lebih punya Wewenang drpd Wapres",5 months ago,
@ShomidDaiAMCFTalaud--gp8js,Baru kesini karena baru kenal bang Ferry...kalo yg punya channel udah by by,5 months ago,
@csfnproduction,"Out of topic. Gw sekarang masih heran, kenapa presiden tidak diberi target oleh DPR atau MPR. Padahal kekuasaan tertinggi di negara kita ini adalah rakyat dan DPR sebagai perwakilan nya. Gw coba searching di google dengan keyword: ""Kewajiban Presiden"", tapi isinya hanya seputar wewenang, tugas, mengangkat pembantu nya, menjadi ini anu, dsb, tidak ada satu kata pun yang betul-betul menjadi kewajiban presiden sebagai target untuk mensejahterakan rakyat. Padahal menteri2 di beri target. Seharusnya, jika Indonesia adalah sebuah perusahaan, Masyarakat adalah owner, dan DPR adalah komisaris, maka sebelum memilih direktur, DPR sudah mempersiapkan target apa yang harus dicapai oleh seorang presiden, misalnya utang dalam waktu 1 tahun udah berkurang sekian persen, atau apalah itu. Lha ini dari dulu cara kerjanya capres bikin target sendiri, capai sendiri, ya mudah lah, tinggal bikin target seputar subsidi doang, rakyat mana yang gak senang, tapi yang bikin aneh, kadang2 dah bikin target sendiri, malah gak tercapai, padahal dia sendiri yang bikin target.",5 months ago,
@FaridRohman-rn9oc,"Podcast bukan sembarang Podcast nih, pemerintah lagi pada nonton ini",5 months ago,
@kakakbaimchannel4054,"this shit man was abu janda smart version in good packaging only, that's all",1 month ago,
@Mr.sammy123,aduhh bg fery . that makes me smart,5 months ago,
@AdjieAlfaromero-r6q,"Ajak bang panji dong, podcast bertiga obrolin tentang Indonesia emas,..",5 months ago,
@rumahzarra,Bener.. kesini hanya karena Ferry..,4 months ago,
@Arvin2017-m6u,Kami mendukungmu & mendorong kamu dari belakang bang feri biar cepet masuk,1 month ago,
@fajrinsyaiful8231,"FYI China itu Negara yg tdk bergantung dr Hutang IMF untuk investasi produktifnya, mereka CETAK UANG SENDIRI untuk membiayai produksi2 strategis dana produktif (BUKAN UNTUK SUBSIDI) jadi mereka TIDAK terkena bunga hutang, dan itu keuntungan terbesar mereka itulah kenapa ongkos produksi mereka murah
Pertanyaannya, kenapa mereka cetak uang sendiri tapi gak kena inflasi?? Itu perbedaan Cina dengan Negara lainnya, Bank Central Cina TIDAK berada dibawah World Bank, jd segala kebijakan ekonomi dan pemerintahan berjalan selaras sehingga inflasi bisa dicegah, itulah yg seharusnya, di Cina Bank Central adalah BUMN merupakan Lembaga  bagian dr Pemerintah, berada dalam Pengawasan pemerintah baik segala kebijakan maupun kinerjanya, tidak seperti di Konoha dimana Pemerintah TIDAK BISA mengawasi dan menginterfensi Bank Central dalam hal kinerja dan kebijakan, bAnk Central ini bertanggung jawab kepada World Bank langsung sehingga pemimpin Bank Central ini bukan KEPALA BI, tapi GUBERNUR, ini menunjukkan dia punya teritorial sendiri spt Daerah Istimewa Yogyakarta dan Aceh, inilah yg membuat Negara berkembang spt konoha semakin terpuruk dalam hutang yg tdk akan pernah bisa lunas kepada elit global, selama Bank Central bukan bagian dr Pemerintah, gak usah mimpi Negara kita akan lepas dr Hutang dan kita akan mampu bersain dengan Negara2 besar lainnya walau SDA kita melimpah cm akan habis dikuras elit globa yg notabene gak punya apa2 cm punya sistem dan hak cetak uang",1 month ago,
@suprawotomertowijoyo5106,Tidak ada bidang ekonomi yang menyerap tenaga kerja lebih banyak dari bidang pertanian dan peternakan dan turunannya.,5 months ago,
@riyan-xk9qq,"Ingit 17 + 8 tuntutan di with ada penarikan tni menjaga masyarakat sipil ke Barak yg artinya tidak ada penjagaan buat masyarakat sipil…Dan Mika tuntutan itu di penuhi ada agenda Besar di balik itu semua,Akan ada demo Besar yang bertajub revolusi yg menyasar pemerintah Dan masyarakat yg beda paham dengan Mereka Dan bertujuan memecah belah masyarakat Dan mengulingkan pemerintahan yg sekarang",1 month ago,
@shaahijab-s4t,Selalu Orang Padang Beroposisi Dengan Pemikiran yg Kritis,5 months ago,
@DaifiAhmad,Wah mulai nonton lg saya,5 months ago,
@oktavianussihotang,Broron lah om ded diundang,5 months ago,
@anitanjul3953,"Masalah hardware konten mah kurang2 dikit g di pikir rakyat ,, masalahnya isi kontenya,,betul,, demografi indo saat ini sayang sekli klo tdk d manfaatkan, sayang sekli perinth tdk bisa memfasilitasi,, untk dapat demografi lgi butuh puluhan tahun dan blm tentu jg dapet lgi",5 months ago,
@mohdwirahmadi,28:36hayo bayarnya kemana hayoo. Transaksi nya kemanaaa hayoo,5 months ago,
@keyshatubehadiyanti5823,Tetep semangat bung Ferry ...Sehat selalu,1 month ago,
@davyjones8680,"Judul nya ke Ferry dan Gibran 
Bahas Ferry dan Gibran cuma ± 4 menit, dari menit06:46sampai menit10:05....",5 months ago,
@iyanboval,Seru pembahasannya om,4 months ago,
@AangWahyudin-rw6bm,Keren ni percakapan nya jadi dapat pencerahan,5 months ago,
@Ihsanihsan-x6n,meresahkan wak,1 month ago,
@untrikoza7466,Point menit 19 good statement️,1 month ago,
@vacheron2869,"Yg perlu dibenerin dlu hukum sih 
Yg ke 2 perlu nya campur tngan pemerintah sbgai regulator menerbitkan peraturan pembelian online melarang pembelian secara retail ,minimum 5 biji via online utk mnyelamatkan retailer offline kerena  kebanyakan ekonomi kerakyatan dijalankan oleh retailer offline 
Dan bner emng kata bang Fery pemerintah itu gk kompeten borokny emng dsna",5 months ago (edited),
@ik_dickydarmawan536,8:15anjir niru batu bata ga tuh wkkwk,5 months ago,
@riebatara6158,nongkrong bntr dimari cause ada ferry aja with garpitny,5 months ago (edited),
@shandyputra5415,Om plis invite korban yg selamat dari penipuan pekerjaan di asia tenggara sperti Thailand myanmar dan kamboja,5 months ago,
@okkysantoso772,"gara2 guru gembul & ferry irwandi, akhirnya mampir podcast ini",5 months ago,
@muhammadkhoirudin1541,Berpura-pura baik adalah kejahatan terburuk.,5 months ago,
@SigantengKayabanget,"صَلَّى اللهُ عَلَى مُحَمَّد
(Shallallahu 'Alaa Muhammad) 

Semoga kita semua diberikan hidayah oleh Allah dzat yang maha pengampun, 
Dan semoga kita diberikan rezeki yg halal barokah dan berlimpah, 
Dan tidak tergiur sedikit pun kepada yg haram",5 months ago,
@rahmanabdur4041,"Dulu twitter mau ditutup diindonesia pada gk mau, karena alasanya tidak begitu jelas sih",5 months ago,
@umiazam7936,"Mau nungguin sekolah bgitu .
Anakku baik2 dan rajin tp ga bsa kuliah",5 months ago,
@02surVive,Gua setuju sie sama ferry fokus industri dulu china maju karna apa karna industri mereka meraja rela... Kalo industri di dasar bagus di kampung2 di daerah2 majuin industri trus perekrutan tenaga kerja jangan harus berpatokan usia ijazah dan lain2 di buat team buat training dong warga2 yg di bawah biar punnya skilnya masing2... Industri pertambangan dll it besar banget loe di indo..salah contoh tambah2 emas ilegal coba itu semua di pratiin sama negara  intinya tegana kerjanya jangan serap dari asinglah warganya sendirilah yang di serap jangan da buka pabrik dll malah tenaga asing semua yg kerja...,1 month ago,
@infoduniapertanian5954,Penjaul barang cina banyak jg masyarakat yg untung. Namun lebih baik jg jika indonesia mampu produksi produk seperti china.,5 months ago,
@duniaviral-z3k,SUMBAR EMANG BENCI JOKOWI DARI DULU,1 month ago,1
@Desanusantara212,Ngeroko dulu ah,5 months ago,
